"snapshot-date","sku","fnsku","asin","product-name","condition","available","fc-transfer","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","fba-minimum-inventory-level","fba-inventory-level-health-status","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Exempted from Low-Inventory cost coverage fee?","Low-Inventory cost coverage fee applied in current week?","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Processing","Reserved Customer Order","Reserved Staging","Total Days of Supply (including units from open shipments)","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-08-13","DJM266122","X002MHUCEB","B0H6BRMW8M","KSEWJP 2 Stück Messing Blindstopfen M10, Warm- und Kaltwassereinlass Verschlussstopfen mit Gummidichtringen, Rohrendkappe für Küche Bad Mischbatterie Armaturen","New","30","0","0","30","0","0","0","0","0","EUR","","","","","Low traffic","7.99","0.0","7.99","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","0.003","DE","gl_home_improvement","","","0","","","","","","","","30","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","0","0","0","","N","","",""
"2026-08-13","DJM26655","X002MDK9RF","B0H5BFFL95","KSEWJP 2 Stück Pop Up Waschbeckenstöpsel Badewannenstöpsel, Messing Gold Ablaufventil Klickstopfen, Ersatz für die meisten Haushaltswaschbecken und Badewannen","New","30","0","0","30","0","0","0","0","0","EUR","","","","","Low traffic","6.49","0.0","6.49","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","0.003","DE","gl_home","","","0","","","","","","","","30","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","0","0","0","","N","","",""
"2026-08-13","DJM266227","X002MBQZW5","B0H58D22JD","KSEWJP Knopf Anziehhilfe mit Einhandbedienung, Knopfhaken mit Drahtschlaufe & Zipper Pull Helper, Anziehhilfe für Senioren & Menschen mit Arthritis, ABS Edelstahl PVC","New","30","0","0","30","0","0","0","0","0","EUR","","","","","Low traffic","7.04","0.0","7.04","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","0.003","DE","gl_personal_care_appliances","","","0","","","","","","","","30","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","0","0","0","","N","","",""
"2026-08-13","DJM266237","X002M8X7VZ","B0H587DYH3","KSEWJP Silikon Fingerspitzen 16 Stück, 4 Größen Fingerschutz Pads, Anti-Rutsch Fingerhüte für Geldzählen, Nähen, Stricken, Gitarrenspielen, Blau & Aquamarin","New","29","1","0","29","0","0","0","0","0","EUR","","","","","Low traffic","12.99","0.0","12.99","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","0.0029","DE","gl_furniture","","","0","","","","","","","","29","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","0","0","0","","N","","",""
"2026-08-13","DJM266138","X002MO0GIB","B0H6G4631Z","KSEWJP Klassische Rechteckige Sonnenbrille Retro Schlanke Metallrahmen UV400 Schutz Unisex Vintage Sonnenbrille für Damen und Herren","New","25","5","0","30","0","0","0","0","0","EUR","","","","","Low traffic","16.99","0.0","16.99","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Footwear","0.0025","DE","gl_shoes","","","0","","","","","","","","30","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","0","0","0","","N","","",""
"2026-08-13","DJM266373","X002MO0JIN","B0H6FDH5P7","KSEWJP Doppel-Kugelformer 2 Stück, Doppelseitig Aushöhllöffel Ø 25/30mm, Edelstahl Melonenausstecher Obstentkerner Kugelausstecher für Obst Gemüse Eis","New","21","9","0","30","0","0","0","0","0","EUR","","","","","Low traffic","6.89","0.0","6.89","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","0.0021","DE","gl_home","","","0","","","6.89","","","","","30","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","0","0","0","","N","","",""
"2026-08-13","DJM266246","X002MD7IVF","B0H586YL78","KSEWJP 2 Stück Große Französische Haarspangen mit Schleife, Für Dickes & Feines Haar, Damen & Mädchen Haarschmuck Accessoires, Schwarz+Beige","New","30","0","0","30","0","0","0","0","0","EUR","","","","","Low traffic","10.99","0.0","10.99","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","0.003","DE","gl_beauty","","","0","","","","","","","","30","0","0","0","0","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","0","0","0","","N","","",""
"2026-08-13","DJM26653","X002MDK9ST","B0H5BLXQ7G","KSEWJP 2er Sockelfilter Filtersponge Ersatzteil 9164761 kompatibel mit Miele T1 Wärmepumpentrockner, PU-Schaum Bodenfilter für Active, SpeedCare, TDB230WP, TCE530WP uvm., 207x157x30mm Schwarz","New","27","1","0","28","0","0","0","0","0","EUR","","","","","Low traffic","8.99","0.0","8.99","0.0","Advertise listing","","","0","0","","0.0","0.001837","cubic meter","Standard","0.049609","DE","gl_major_appliances","","","0","","","","","","","","28","0","0","0","0","","2","0","0","2","1","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","1","0","0","","N","","",""
"2026-08-13","DJM266374","X002MIBJ1Z","B0H6FN8MWZ","KSEWJP Schmetterlingskamm Faltbarer Edelstahl Haarkamm Bartkamm Flipping Trick Übungskamm für Anfänger Salon Beauty Tool","New","29","0","0","29","0","0","0","0","0","EUR","","","","","Low traffic","19.28","0.0","19.28","0.0","Advertise listing","","","0","0","","0.0","1.0E-4","cubic meter","Standard","0.0029","DE","gl_beauty","","","0","","","19.28","","","","","29","0","0","0","0","","1","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","30","0","0","0","","N","","",""
"2026-08-13","DJM266240","X002M8YR6J","B0H583XGGW","KSEWJP Bakelit-Topfgriff Ersatz, Verbrühungssicher Langer Griff mit Schraube, Universeller Einheitsgriff für Töpfe und Pfannen, Küchenkochgeschirr Ersatzteil","New","23","0","0","24","0","0","0","0","0","EUR","4","4","4","4","Low traffic","6.88","0.0","6.88","0.0","Advertise listing","","","0","0","","0.25","1.0E-4","cubic meter","Standard","0.0023","DE","gl_home_improvement","275463","256","0","23","74","6.88","23.12","23.12","23.12","23.12","24","0","0","0","0","","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","","","2026-08-10","23","1","0","0","266","N","","",""
