"snapshot-date","sku","fnsku","asin","product-name","condition","available","fc-transfer","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-366-to-455-days","inv-age-456-plus-days","currency","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","healthy-inventory-level","recommended-sales-price","recommended-sale-duration-days","recommended-removal-quantity","estimated-cost-savings-of-recommended-actions","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","quantity-to-be-charged-ais-241-270-days","estimated-ais-241-270-days","quantity-to-be-charged-ais-271-300-days","estimated-ais-271-300-days","quantity-to-be-charged-ais-301-330-days","estimated-ais-301-330-days","quantity-to-be-charged-ais-331-365-days","estimated-ais-331-365-days","quantity-to-be-charged-ais-366-455-days","estimated-ais-366-455-days","quantity-to-be-charged-ais-456-plus-days","estimated-ais-456-plus-days","historical-days-of-supply","Recommended ship-in quantity","Recommended ship-in date","Last updated date for Historical Days of Supply","Short term historical days of supply","Long term historical days of supply","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Processing","Reserved Customer Order","Reserved Staging","Total Days of Supply (including units from open shipments)","is-seasonal-in-next-3-months","season-name","season-start-date","season-end-date"
"2026-08-13","ZQLH251235","X002H86X3T","B0GCCZSY1P","MNFPSJB 2 Pack Silicone Bathtub Stoppers, Extra Large 15.5x13cm Universal Drain Plugs with Suction Cup, Leakproof Sink Stoppers for Kitchen, Bathroom & Shower, White & Black","New","5","0","0","1","5","0","0","0","0","GBP","1","3","6","9","Low traffic","4.79","0.0","4.79","0.0","Create Outlet deal","0","3.83","2","0","21.87","0.82","0.003531","cubic feet","Standard","0.017655","UK","gl_home","245550","52","0","6","7","4.79","3.99","11.97","23.94","36.08","0","1","0","0","0","0.01","0","0","0","0","0","0","","","","","","","","","","","","","127.3","3","2026-08-11","2026-08-09","78.3","127.3","2026-08-10","5","0","0","0","52","N","","",""
"2026-08-13","RPALH166","X002AMZBRL","B0F6XGP2JP","Travel Cutlery - Premium Spork Reusable- Portable Camping Cutlery Set,Bottle Can Opener Outdoor Spoon Fork Eating Multi-Tool Utensil (Black)","New","15","0","0","16","0","0","0","0","0","GBP","0","4","4","15","Low traffic","4.09","0.0","4.09","0.0","Create Outlet deal","0","3.27","2","0","58.08","3.53","0.003531","cubic feet","","0.052965","UK","gl_kitchen","136624","114","0","15","13","4.09","0.0","13.64","13.64","51.15","16","0","0","0","0","0.04","0","0","0","0","1","0","","","","","","","","","","","","","120.0","8","2026-08-23","2026-08-09","120.0","40.1","2026-08-10","15","1","0","0","122","N","","",""
"2026-08-13","RPALH362","X002AO56AL","B0F74QL21C","2 Pcs Replacement Sink Basin Pop Up Click Clack Brass Plug Assembly with Internal Spring for Bathroom Bathtub Sink Drain Stopper","New","113","0","0","113","0","0","0","0","0","GBP","0","2","10","49","Low traffic","4.99","0.0","5.19","0.0","Create Outlet deal","31","3.99","2","0","187.74","0.86","0.003531","cubic feet","Standard","0.399003","UK","gl_home","557578","366","0","226","29","5.19","0.0","8.98","44.9","199.34","0","113","0","0","0","0.28","0","0","0","0","0","0","","","","","","","","","","","","","840.0","0","","2026-08-09","840.0","92.7","2026-08-10","113","0","0","0","366","N","","",""
"2026-08-13","RPALH591","X002I8VDXX","B0GKZVHTGR","2-piece Universal Bathtub Stopper With Stainless Steel Chain, Replacement Bathtub Plug, 42-45mm","New","24","0","0","24","0","0","0","0","0","GBP","3","7","7","9","Low traffic","4.79","0.0","4.79","0.0","NoRestockExcessActionRequired","24","0.0","0","0","0.0","0.59","0.003531","cubic feet","Standard","0.084744","UK","gl_home","458048","78","0","13","34","4.79","11.97","27.93","27.93","36.57","17","0","7","0","0","0.05","0","0","0","0","0","0","","","","","","","","","","","","","156.2","0","","2026-08-09","114.3","156.2","2026-08-10","24","0","0","0","78","N","","",""
"2026-08-13","RPLH260360","X002JP0FQ1","B0GV3PGTMF","MNFPSJB Eyeglass Chain for Women – Stylish Glasses Strap with Adjustable Loops – Eyeglass Holder Necklace for Sunglasses & Reading Glasses – Lightweight Glasses Lanyard for Everyday Wear","New","13","0","0","2","27","0","0","0","0","GBP","0","0","0","2","Low traffic","5.07","0.0","5.27","0.0","Create Outlet deal","0","5.01","2","0","29.24","0.07","0.003531","cubic feet","Apparel","0.045903","UK","gl_apparel","2052378","366","13","","84","5.67","0.0","0.0","0.0","10.44","0","0","2","0","0","0.03","0","0","0","0","16","0","","","","","","","","","","","","","","0","","","","1302.5","2026-08-10","13","16","0","0","366","Y","Holiday Season","2026-09-05","2027-01-23"
"2026-08-13","RPALH165","X002AO51SD","B0F741Y3VH","Disco Glitter Party Decoration Set - Dancing Queen Theme for Bachelorette, Birthday & Bridal Showers (Mamma Mia Inspired)","New","47","0","0","47","0","0","0","0","0","GBP","3","14","34","49","Low traffic","6.29","0.0","6.29","0.0","NoExcessInventory","47","0.0","0","0","0.0","2.58","0.013668","cubic feet","Standard","0.642396","UK","gl_lawn_and_garden","123742","177","0","13","12","6.29","14.74","73.57","178.1","255.5","47","0","0","0","0","0.4","0","0","0","0","0","0","","","","","","","","","","","","","69.4","0","","2026-08-09","69.4","31.0","2026-08-10","47","0","0","0","177","N","","",""
"2026-08-13","RPALH218","X002AO566Z","B0F74H9LZ6","MNFPSJB 10 Pcs Soy Sauce Bottles Container Sushi Tools Fish-shaped Bento Seasoning for Sashimi Salads (4ml)","New","34","10","0","39","0","0","0","0","0","GBP","2","4","16","25","Low traffic","4.69","0.0","4.69","0.0","NoExcessInventory","44","0.0","0","0","0.0","1.17","0.003531","cubic feet","Standard","0.120054","UK","gl_home","358527","151","0","34","17","4.69","7.82","15.8","66.68","104.84","15","24","0","0","0","0.1","0","0","0","0","0","0","","","","","","","","","","","","","135.5","0","","2026-08-09","135.5","69.0","2026-08-10","44","0","0","0","151","N","","",""
"2026-08-13","RPALH431","X002AMWPNT","B0F6XS4M6W","2Pcs Hot and Cold Water Inlet M10 Threaded Brass Plug Faucet Tap Flexible Pipe Water Inlet for Bathroom and Kitchen Mixer Taps 10 mm","New","35","0","0","37","0","0","0","0","0","GBP","1","19","27","38","Low traffic","6.49","0.0","6.69","0.0","NoExcessInventory","35","0.0","0","0","0.0","1.16","0.003531","cubic feet","","0.123585","UK","gl_home_improvement","190288","142","0","13","22","6.69","5.57","105.83","150.39","211.66","0","37","0","0","0","0.08","30","0","30","0","1","0","","","","","","","","","","","","","64.0","0","","2026-08-09","64.0","62.6","2026-08-10","65","1","0","0","145","N","","",""
"2026-08-13","RPALH443","X002AMRUAH","B0F6XS68JD","USB Charger Compatible with Panasonic Shaver, 5.4V USB Cable for Panasonic ES-LV97, ES-LA63, ES-LA93, RE7-51, RE7-59, RE740, RE768, REGC20 etc.","New","15","0","0","16","0","0","0","0","0","GBP","4","11","23","33","Low traffic","5.79","0.0","5.79","0.0","NoExcessInventory","15","0.0","0","0","0.0","1.57","0.003531","cubic feet","","0.052965","UK","gl_electronics","","132","0","20","21","5.79","19.28","53.02","111.03","160.93","1","15","0","0","0","0.03","40","0","40","0","1","0","","","","","","","","","","","","","75.7","0","","2026-08-09","75.7","56.7","2026-08-10","55","0","1","0","136","N","","",""
"2026-08-13","RPALH420","X002AO6DSP","B0F73TC143","10Pcs 4mm Speaker Banana,Banana Plug for Speaker Wire Gold Plated Speaker Wire Banana Plugs Connectors","New","38","0","0","38","0","0","0","0","0","GBP","2","18","38","70","Low traffic","5.69","0.0","5.69","0.0","NoRestockExcessActionRequired","38","0.0","0","0","0.0","2.65","0.003531","cubic feet","Standard","0.134178","UK","gl_biss","14431","242","0","17","14","5.69","9.48","85.32","180.12","321.72","30","8","0","0","0","0.07","40","0","40","0","0","0","","","","","","","","","","","","","74.9","0","","2026-08-09","74.9","38.1","2026-08-10","78","0","0","0","242","N","","",""
